,ds_id,key,value
3861,b3928c3b-67a4-4ecc-9be8-e7ce8e94fe72,links:gnoss,2
3862,b3928c3b-67a4-4ecc-9be8-e7ce8e94fe72,links:nytimes-linked-open-data,38419
3863,b3928c3b-67a4-4ecc-9be8-e7ce8e94fe72,links:webnmasunotraveler,3533
3864,b3928c3b-67a4-4ecc-9be8-e7ce8e94fe72,namespace,http://miguiadeviajes.net
3865,b3928c3b-67a4-4ecc-9be8-e7ce8e94fe72,shortname,Mi Guía de Viajes (GNOSS)
3866,b3928c3b-67a4-4ecc-9be8-e7ce8e94fe72,triples,376825
3867,6d5c5dee-491d-4df0-82f1-feddc2392b53,links:doi,137232958
3868,6d5c5dee-491d-4df0-82f1-feddc2392b53,triples,1016652223
3869,0fd8c4f0-1e1c-42af-9221-5b856fce17a9,links:dbpedia,599
3870,0fd8c4f0-1e1c-42af-9221-5b856fce17a9,links:geonames-semantic-web,534
3871,0fd8c4f0-1e1c-42af-9221-5b856fce17a9,links:lcsh,2232
3872,0fd8c4f0-1e1c-42af-9221-5b856fce17a9,links:lingvoj,421
3873,0fd8c4f0-1e1c-42af-9221-5b856fce17a9,links:wikipedia,136
3874,0fd8c4f0-1e1c-42af-9221-5b856fce17a9,namespace,http://purl.org/NET/marccodes/
3875,0fd8c4f0-1e1c-42af-9221-5b856fce17a9,triples,8816
3876,580e6984-8696-479c-8ba2-66f4de6704df,links:openlibrary,120182
3877,580e6984-8696-479c-8ba2-66f4de6704df,namespace,http://www.readinglists.manchester.ac.uk/
3878,580e6984-8696-479c-8ba2-66f4de6704df,triples,2383794
3879,5e330b61-49a6-4be7-8278-559eb7f74bdf,triples,273128
3880,8e68690b-534c-40e0-ad84-b6af07e70e5b,links:dbpedia,1123
3881,8e68690b-534c-40e0-ad84-b6af07e70e5b,links:geonames-semantic-web,107
3882,8e68690b-534c-40e0-ad84-b6af07e70e5b,namespace,http://www.linkedopenservices.org/services/geo/SpatialResources/point/ICAO/
3883,8e68690b-534c-40e0-ad84-b6af07e70e5b,triples,75184
3884,8eb93371-896e-4923-aefa-37d21048cba8,namespace,http://www.london-gazette.co.uk/
3885,8eb93371-896e-4923-aefa-37d21048cba8,shortname,London Gazette
3886,8eb93371-896e-4923-aefa-37d21048cba8,triples,12000000
3887,6e7f55e9-170b-4fd1-8e04-b2c0ac25cd36,links:geonames-semantic-web,311
3888,6e7f55e9-170b-4fd1-8e04-b2c0ac25cd36,namespace,http://sw.unime.it/loius/
3889,6e7f55e9-170b-4fd1-8e04-b2c0ac25cd36,shortname,loius
3890,6e7f55e9-170b-4fd1-8e04-b2c0ac25cd36,triples,586000000
3891,c83f81c1-2d8e-4bef-bad0-689347ee798f,namespace,http://lofd.tw.rpi.edu/
3892,c83f81c1-2d8e-4bef-bad0-689347ee798f,triples,27537
3893,d461184b-b25f-46cb-9bc4-a75f934170e8,dct:created,2011-04-01
3894,d461184b-b25f-46cb-9bc4-a75f934170e8,dct:creator,http://www.wikier.org/foaf#wikier
3895,d461184b-b25f-46cb-9bc4-a75f934170e8,http://purl.org/dc/terms/description,Colors as Linked Open Data.
3896,d461184b-b25f-46cb-9bc4-a75f934170e8,http://purl.org/dc/terms/publisher,http://moreways.net
3897,d461184b-b25f-46cb-9bc4-a75f934170e8,http://purl.org/dc/terms/title,Linked Open Colors Dataset
3898,d461184b-b25f-46cb-9bc4-a75f934170e8,http://xmlns.com/foaf/0.1/homepage,http://purl.org/colors
3899,d461184b-b25f-46cb-9bc4-a75f934170e8,links:dbpedia,16000000
3900,d461184b-b25f-46cb-9bc4-a75f934170e8,namespace,http://purl.org/colors/
3901,d461184b-b25f-46cb-9bc4-a75f934170e8,triples,160000000
3902,d244fffe-ae9a-46a7-b11c-7e7da8ca6add,links,23169
3903,d244fffe-ae9a-46a7-b11c-7e7da8ca6add,links:data-bnf-fr,7572
3904,d244fffe-ae9a-46a7-b11c-7e7da8ca6add,links:dnb-gemeinsame-normdatei,6660
3905,d244fffe-ae9a-46a7-b11c-7e7da8ca6add,links:lcsh,8937
3906,d244fffe-ae9a-46a7-b11c-7e7da8ca6add,namespace,http://id.sgcb.mcu.es/
3907,d244fffe-ae9a-46a7-b11c-7e7da8ca6add,shortname,LEM as LOD
3908,d244fffe-ae9a-46a7-b11c-7e7da8ca6add,sparql_graph_name,http://id.sgcb.mcu.es
3909,d244fffe-ae9a-46a7-b11c-7e7da8ca6add,triples,193865
3910,a2776e59-f2ba-414a-9b7d-d9b8b098693a,links:iserve,150
3911,a2776e59-f2ba-414a-9b7d-d9b8b098693a,links:linkedmdb,523
3912,a2776e59-f2ba-414a-9b7d-d9b8b098693a,namespace,http://soa4all.isoco.net/luf/
3913,a2776e59-f2ba-414a-9b7d-d9b8b098693a,shortname,LUF
3914,a2776e59-f2ba-414a-9b7d-d9b8b098693a,triples,240000
3915,acba395d-b9d7-4528-8a7e-a2c42c1f5ef2,triples,100000000
3916,e0002e00-0c62-4902-a313-b254a11ff60a,license_link,http://creativecommons.org/licenses/by-sa/2.5/it
3917,f50ced03-1fca-48b9-8d57-ba3e5b9f50ac,triples,30583
3918,949bfde8-9df8-4e95-8152-7cdf82bcf1d6,links:dbpedia,320
3919,949bfde8-9df8-4e95-8152-7cdf82bcf1d6,namespace,http://km.aifb.kit.edu/projects/numbers/web/
3920,949bfde8-9df8-4e95-8152-7cdf82bcf1d6,triples,140000000
3921,2207f3f2-d48b-48d1-8a73-cf34c5fd91b1,links:bio2rdf-uniprot-taxonomy,28059
3922,2207f3f2-d48b-48d1-8a73-cf34c5fd91b1,links:dbpedia,10000
3923,2207f3f2-d48b-48d1-8a73-cf34c5fd91b1,links:freebase,3870
3924,2207f3f2-d48b-48d1-8a73-cf34c5fd91b1,links:geonames-semantic-web,230
3925,2207f3f2-d48b-48d1-8a73-cf34c5fd91b1,links:geospecies,3739
3926,2207f3f2-d48b-48d1-8a73-cf34c5fd91b1,links:nytimes-linked-open-data,1023
3927,2207f3f2-d48b-48d1-8a73-cf34c5fd91b1,namespace,http://ecowlim.tfri.gov.tw/lode/resource/
3928,2207f3f2-d48b-48d1-8a73-cf34c5fd91b1,shortname,LODE
3929,2207f3f2-d48b-48d1-8a73-cf34c5fd91b1,triples,23015257
3930,bfc18a66-08cf-4409-a941-0b097e76b1b5,triples,9945369
3931,f5c5a021-4e1d-4f3d-8b0f-7512e06adc3e,license_link,http://creativecommons.org/licenses/by/2.0
3932,f5c5a021-4e1d-4f3d-8b0f-7512e06adc3e,namespace,http://purl.org/net7/vocab/locs/v1#
3933,f5c5a021-4e1d-4f3d-8b0f-7512e06adc3e,shortname,Linked Open Camera
3934,f5c5a021-4e1d-4f3d-8b0f-7512e06adc3e,triples,5400
3935,a4223e50-e0a8-4ddf-acdb-9cfd15675037,links:freebase,1106
3936,a4223e50-e0a8-4ddf-acdb-9cfd15675037,links:statistics-data-gov-uk,10000
3937,a4223e50-e0a8-4ddf-acdb-9cfd15675037,namespace,http://nuts.psi.enakting.org/id/
3938,a4223e50-e0a8-4ddf-acdb-9cfd15675037,triples,40000
3939,429f5fcd-83c7-4d0f-a93c-4f4fce833e69,namespace,http://linkedmarkmail.wikier.org/
3940,429f5fcd-83c7-4d0f-a93c-4f4fce833e69,triples,416732232
3941,ebb27a76-d7f9-46f0-9d1c-96dafcadd090,links:dbpedia,30354
3942,ebb27a76-d7f9-46f0-9d1c-96dafcadd090,links:dbtune-musicbrainz,2207
3943,ebb27a76-d7f9-46f0-9d1c-96dafcadd090,links:flickr-wrappr,30354
3944,ebb27a76-d7f9-46f0-9d1c-96dafcadd090,links:geonames-semantic-web,27544
3945,ebb27a76-d7f9-46f0-9d1c-96dafcadd090,links:lingvoj,28253
3946,ebb27a76-d7f9-46f0-9d1c-96dafcadd090,links:rdf-book-mashup,13690
3947,ebb27a76-d7f9-46f0-9d1c-96dafcadd090,links:yago,30354
3948,ebb27a76-d7f9-46f0-9d1c-96dafcadd090,namespace,http://data.linkedmdb.org/resource/
3949,ebb27a76-d7f9-46f0-9d1c-96dafcadd090,shortname,LinkedMDB
3950,ebb27a76-d7f9-46f0-9d1c-96dafcadd090,triples,6148121
3951,d9d8a9c5-622c-4085-80f3-308f597d05aa,links:books-isbn,4468
3952,d9d8a9c5-622c-4085-80f3-308f597d05aa,links:dbpedia,10911
3953,d9d8a9c5-622c-4085-80f3-308f597d05aa,links:dbtune-musicbrainz,6909
3954,d9d8a9c5-622c-4085-80f3-308f597d05aa,links:linkedmdb,883
3955,d9d8a9c5-622c-4085-80f3-308f597d05aa,links:marc-codes,80275
3956,d9d8a9c5-622c-4085-80f3-308f597d05aa,links:openlibrary,15331
3957,d9d8a9c5-622c-4085-80f3-308f597d05aa,links:viaf,209422
3958,d9d8a9c5-622c-4085-80f3-308f597d05aa,namespace,http://purl.org/NET/lccn/
3959,d9d8a9c5-622c-4085-80f3-308f597d05aa,triples,1573663
3960,c880ddf4-c1d4-4296-bb39-9be49af073e9,links:dbpedia,53024
3961,c880ddf4-c1d4-4296-bb39-9be49af073e9,namespace,http://linkedgeodata.org/
3962,c880ddf4-c1d4-4296-bb39-9be49af073e9,sparql_graph_name,http://linkedgeodata.org/
3963,c880ddf4-c1d4-4296-bb39-9be49af073e9,triples,3000000000
3964,8fb64aae-e646-491b-aae4-65d042c5aee9,links:dbpedia,45
3965,8fb64aae-e646-491b-aae4-65d042c5aee9,links:eurostat-rdf,50
3966,8fb64aae-e646-491b-aae4-65d042c5aee9,namespace,http://estatwrap.ontologycentral.com/id/
3967,8fb64aae-e646-491b-aae4-65d042c5aee9,shortname,Eurostat (OntologyCentral)
3968,8fb64aae-e646-491b-aae4-65d042c5aee9,triples,40000000
3969,58ce9454-400b-4aa1-807f-eb8de9e57298,links:dbpedia,50
3970,58ce9454-400b-4aa1-807f-eb8de9e57298,links:freebase,120627
3971,58ce9454-400b-4aa1-807f-eb8de9e57298,links:sec-rdfabout,200000
3972,58ce9454-400b-4aa1-807f-eb8de9e57298,namespace,http://edgarwrap.ontologycentral.com/
3973,58ce9454-400b-4aa1-807f-eb8de9e57298,triples,32000000
3974,7be3661f-c797-4357-94f0-9a8c042975b0,links:bio2rdf-pubmed,76483
3975,7be3661f-c797-4357-94f0-9a8c042975b0,links:dbpedia,25476
3976,7be3661f-c797-4357-94f0-9a8c042975b0,links:fu-berlin-dailymed,37600
3977,7be3661f-c797-4357-94f0-9a8c042975b0,links:fu-berlin-diseasome,1325
3978,7be3661f-c797-4357-94f0-9a8c042975b0,links:fu-berlin-drugbank,26047
3979,7be3661f-c797-4357-94f0-9a8c042975b0,links:tcmgenedit_dataset,141
3980,7be3661f-c797-4357-94f0-9a8c042975b0,namespace,http://linkedct.org/resource/
3981,7be3661f-c797-4357-94f0-9a8c042975b0,triples,24653008
3982,78da3972-a310-4e2f-8c8a-9cd3f6dddc10,links:dbpedia,17
3983,78da3972-a310-4e2f-8c8a-9cd3f6dddc10,links:opencorporates,304
3984,78da3972-a310-4e2f-8c8a-9cd3f6dddc10,links:reference-data-gov-uk,51
3985,78da3972-a310-4e2f-8c8a-9cd3f6dddc10,links:statistics-data-gov-uk,4641
3986,78da3972-a310-4e2f-8c8a-9cd3f6dddc10,triples,93839
3987,2938389f-b8ef-46e9-91f9-621817c01b50,links:dbpedia,4669
3988,2938389f-b8ef-46e9-91f9-621817c01b50,links:lcsh,12586
3989,2938389f-b8ef-46e9-91f9-621817c01b50,links:viaf,248228
3990,2938389f-b8ef-46e9-91f9-621817c01b50,marc-codes,12039608
3991,2938389f-b8ef-46e9-91f9-621817c01b50,namespace,http://libris.kb.se/bib/
3992,2938389f-b8ef-46e9-91f9-621817c01b50,triples,50000000
3993,08858529-7745-4e90-861e-c643ee4dddaf,links:dbpedia,2577
3994,08858529-7745-4e90-861e-c643ee4dddaf,links:lingvoj,448
3995,08858529-7745-4e90-861e-c643ee4dddaf,links:yago,2577
3996,08858529-7745-4e90-861e-c643ee4dddaf,namespace,http://lexvo.org/id/
3997,08858529-7745-4e90-861e-c643ee4dddaf,triples,353815
3998,dec59d74-a600-4b70-8e6b-cc18887d966f,links:dbpedia,221
3999,dec59d74-a600-4b70-8e6b-cc18887d966f,links:geonames,63
4000,dec59d74-a600-4b70-8e6b-cc18887d966f,links:lcsh,4622158
4001,dec59d74-a600-4b70-8e6b-cc18887d966f,links:marc-codes,622
4002,dec59d74-a600-4b70-8e6b-cc18887d966f,links:stitch-rameau,108836
4003,dec59d74-a600-4b70-8e6b-cc18887d966f,triples,12113187
4004,1d05fd3f-0df1-4ff6-a43f-9afc47f24f91,links:stitch-rameau,55281
4005,1d05fd3f-0df1-4ff6-a43f-9afc47f24f91,namespace,http://id.loc.gov/
4006,1d05fd3f-0df1-4ff6-a43f-9afc47f24f91,publishingInstitution,http://lobid.org/organisation/US-DLC
4007,1d05fd3f-0df1-4ff6-a43f-9afc47f24f91,shortname,LCSH
4008,1d05fd3f-0df1-4ff6-a43f-9afc47f24f91,triples,7332816
4009,2eed623c-52f6-4894-8ea5-51701ab21226,namespace,http://dblp.l3s.de/d2r/resource/
4010,2eed623c-52f6-4894-8ea5-51701ab21226,shortname,DBLP (L3S)
4011,2eed623c-52f6-4894-8ea5-51701ab21226,triples,57674239
4012,32fb7513-717a-4637-a665-e25e68a13a03,links:geonames-semantic-web,18000
4013,32fb7513-717a-4637-a665-e25e68a13a03,namespace,http://knoesis.wright.edu/ssw/
4014,32fb7513-717a-4637-a665-e25e68a13a03,triples,1730284735 
4015,e7dba441-4786-40a3-b607-9090ad5aac97,links:dbpedia,50
4016,e7dba441-4786-40a3-b607-9090ad5aac97,triples,1032
4017,024b33b8-a46c-4bee-8b2a-3386fffccbe7,classes,5
4018,024b33b8-a46c-4bee-8b2a-3386fffccbe7,distinctSubjects,77496
4019,3ac98811-d25e-42da-8c7d-d37a98e49408,links:dbpedia,137
4020,3ac98811-d25e-42da-8c7d-d37a98e49408,links:dbpedia-el ,392
4021,3ac98811-d25e-42da-8c7d-d37a98e49408,links:eurostat-rdf,67
4022,3ac98811-d25e-42da-8c7d-d37a98e49408,links:freebase,336
4023,3ac98811-d25e-42da-8c7d-d37a98e49408,links:geonames,54
4024,3ac98811-d25e-42da-8c7d-d37a98e49408,namespace,http://greek-lod.math.auth.gr/kalikratis/resource/
4025,3ac98811-d25e-42da-8c7d-d37a98e49408,shortname,Kalikratis
4026,3ac98811-d25e-42da-8c7d-d37a98e49408,triples,31068
4027,00c82354-3102-4e36-8b29-a5085aed9c2d,links:dbpedia,500
4028,00c82354-3102-4e36-8b29-a5085aed9c2d,namespace,http://www.johngoodwin.me.uk/family/
4029,00c82354-3102-4e36-8b29-a5085aed9c2d,shortname,Goodwin Family
4030,00c82354-3102-4e36-8b29-a5085aed9c2d,triples,177867
4031,20847c53-85d9-481f-9175-fd0e94e353f5,links:dbpedia,96
4032,20847c53-85d9-481f-9175-fd0e94e353f5,namespace,http://aims.fao.org/aos/jita/
4033,20847c53-85d9-481f-9175-fd0e94e353f5,shortname,JITA Classification System of LIS
4034,20847c53-85d9-481f-9175-fd0e94e353f5,triples,3500
4035,80a9b3df-d1aa-48ae-b68d-20ce26516fe6,namespace,http://bnb.bibliographica.org/
4036,80a9b3df-d1aa-48ae-b68d-20ce26516fe6,shortname,BNB
4037,80a9b3df-d1aa-48ae-b68d-20ce26516fe6,triples,18376419
4038,18044786-1a98-4934-b48d-248e22faacdd,links:geonames-semantic-web,36696
4039,18044786-1a98-4934-b48d-248e22faacdd,namespace,http://www.kanzaki.com/works/2011/stat/ra/
4040,18044786-1a98-4934-b48d-248e22faacdd,triples,"1,648,890"
4041,2bb17c00-c44b-4b51-b2ec-14859975b702,links:geonames-semantic-web,289
4042,2bb17c00-c44b-4b51-b2ec-14859975b702,links:zitgist-musicbrainz,119
4043,2bb17c00-c44b-4b51-b2ec-14859975b702,namespace,http://dbtune.org/jamendo/
4044,2bb17c00-c44b-4b51-b2ec-14859975b702,shortname,Jamendo (DBtune)
4045,2bb17c00-c44b-4b51-b2ec-14859975b702,triples,1100000
4046,ea1fee6f-a3cd-4bc2-8658-bc7182aab8ae,shortname,ucr-acta-cryst-e
4047,c588d040-667c-4546-ad5c-3d6374ca09d2,namespace,http://data.linkedopendata.it/scuole/resource/
4048,c588d040-667c-4546-ad5c-3d6374ca09d2,triples,168638
4049,65ee0e45-2d1a-47b5-8759-1040d0686b89,links:dbpedia,319
4050,65ee0e45-2d1a-47b5-8759-1040d0686b89,links:geonames-semantic-web,190
4051,65ee0e45-2d1a-47b5-8759-1040d0686b89,links:reference-data-gov-uk,11
4052,65ee0e45-2d1a-47b5-8759-1040d0686b89,triples,3024396
4053,f5a601dc-182b-4288-907d-9a922583de9a,Domaine,Arts and humanities
4054,f5a601dc-182b-4288-907d-9a922583de9a,Localisation,France
4055,f5a601dc-182b-4288-907d-9a922583de9a,Ville,Paris
4056,b111e967-668b-42a8-83d4-8dbea48c88bc,Links CPV 2008,2284
4057,b111e967-668b-42a8-83d4-8dbea48c88bc,links:http://productontology.org,2995
4058,b111e967-668b-42a8-83d4-8dbea48c88bc,namespace,http://purl.org/weso/pscs/isic/v4/resource
4059,b111e967-668b-42a8-83d4-8dbea48c88bc,triples,18986
4060,c592b6a7-846d-4905-97f3-06dcf72537d7,license_link,http://www.iptc.org/site/NewsCodes/Overview/
4061,c592b6a7-846d-4905-97f3-06dcf72537d7,triples,400
4062,1a684ed6-415b-493a-a002-47ef13d8d99c,DBLP (FU Berlin) ,
4063,1a684ed6-415b-493a-a002-47ef13d8d99c,DBLP (L3S),
4064,1a684ed6-415b-493a-a002-47ef13d8d99c,el.dbpedia,
4065,1a684ed6-415b-493a-a002-47ef13d8d99c,eurostat,
4066,1a684ed6-415b-493a-a002-47ef13d8d99c,eurostat (fub) ,
4067,1a684ed6-415b-493a-a002-47ef13d8d99c,freebase,
4068,1a684ed6-415b-493a-a002-47ef13d8d99c,geonames,
4069,1a684ed6-415b-493a-a002-47ef13d8d99c,links:dbpedia,
4070,1a684ed6-415b-493a-a002-47ef13d8d99c,namespace,http://www.greek-lod.gr/intervalue/
4071,1a684ed6-415b-493a-a002-47ef13d8d99c,shortname,intervalue
4072,1a684ed6-415b-493a-a002-47ef13d8d99c,triples,
4073,96b914c1-feac-4bca-b570-f34fa78ab31c,license_link,http://gnoss.com/en/terms-of-use
4074,96b914c1-feac-4bca-b570-f34fa78ab31c,links:dbpedia,11
4075,96b914c1-feac-4bca-b570-f34fa78ab31c,links:didactalia,4180
4076,96b914c1-feac-4bca-b570-f34fa78ab31c,links:freebase,180
4077,96b914c1-feac-4bca-b570-f34fa78ab31c,links:geonames-semantic-web,1359
4078,96b914c1-feac-4bca-b570-f34fa78ab31c,links:gnoss,1096
4079,96b914c1-feac-4bca-b570-f34fa78ab31c,namespace,http://mapasinteractivos.didactalia.net/comunidad/mapasflashinteractivos
4080,96b914c1-feac-4bca-b570-f34fa78ab31c,shortname,Interactive Maps (GNOSS)
4081,96b914c1-feac-4bca-b570-f34fa78ab31c,triples,90226
4082,b67c74ae-239f-4a43-b69e-579dba9c8373,shortname,Integrated Human Geography Service for LOD
4083,33b52bf9-147d-4553-b4f8-d77e030819b2,license_link,http://gnoss.com/en/terms-of-use
4084,33b52bf9-147d-4553-b4f8-d77e030819b2,links:dbpedia,181 
4085,33b52bf9-147d-4553-b4f8-d77e030819b2,links:freebase,169
4086,33b52bf9-147d-4553-b4f8-d77e030819b2,links:geonames-semantic-web,1
4087,33b52bf9-147d-4553-b4f8-d77e030819b2,links:gnoss,144
4088,33b52bf9-147d-4553-b4f8-d77e030819b2,links:nytimes-linked-open-data,178
4089,33b52bf9-147d-4553-b4f8-d77e030819b2,links:prospect-and-trends-gnoss,128
4090,33b52bf9-147d-4553-b4f8-d77e030819b2,namespace,http://corporateexcellence.net/en/community/patronato
4091,33b52bf9-147d-4553-b4f8-d77e030819b2,shortname,CE4R
4092,33b52bf9-147d-4553-b4f8-d77e030819b2,triples,4866
4093,da5e26e8-bd4b-4ace-abcb-f0df7f87286b,triples,1001
4094,d03c19cf-c414-4d0f-abc7-e1a335cfa035,namespace,http://www.insemtives.eu/lod.php
4095,d03c19cf-c414-4d0f-abc7-e1a335cfa035,shortname,INSEMTIVES
4096,d03c19cf-c414-4d0f-abc7-e1a335cfa035,topic,socialweb
4097,24685e50-d807-4e8f-b26b-e51423312033,license_link,http://gnoss.com/en/terms-of-use
4098,24685e50-d807-4e8f-b26b-e51423312033,links:dbpedia,2644
4099,24685e50-d807-4e8f-b26b-e51423312033,links:didactalia,1440
4100,24685e50-d807-4e8f-b26b-e51423312033,links:freebase,433
4101,24685e50-d807-4e8f-b26b-e51423312033,links:gnoss,122
4102,24685e50-d807-4e8f-b26b-e51423312033,links:ineverycrea,1595
4103,24685e50-d807-4e8f-b26b-e51423312033,links:nytimes-linked-open-data,2405
4104,24685e50-d807-4e8f-b26b-e51423312033,namespace,http://ineverycrea.net/en/community/ineverycreaargentina
4105,24685e50-d807-4e8f-b26b-e51423312033,shortname,IneveryCREA Argentina (Santillana)
4106,24685e50-d807-4e8f-b26b-e51423312033,triples,15620
4107,15245eda-4edf-49c3-b728-e992912eb956,license_link,http://gnoss.com/en/terms-of-use
4108,15245eda-4edf-49c3-b728-e992912eb956,links:dbpedia,1279
4109,15245eda-4edf-49c3-b728-e992912eb956,links:didactalia,18245
4110,15245eda-4edf-49c3-b728-e992912eb956,links:freebase,3709
4111,15245eda-4edf-49c3-b728-e992912eb956,links:geonames-semantic-web,143
4112,15245eda-4edf-49c3-b728-e992912eb956,links:gnoss,1327
4113,15245eda-4edf-49c3-b728-e992912eb956,links:ineverycrea-argentina,12140
4114,15245eda-4edf-49c3-b728-e992912eb956,links:nytimes-linked-open-data,1115
4115,15245eda-4edf-49c3-b728-e992912eb956,namespace,http://ineverycrea.net/
4116,15245eda-4edf-49c3-b728-e992912eb956,shortname,IneveryCREA España (Santillana)
4117,15245eda-4edf-49c3-b728-e992912eb956,triples,3494839
4118,13e5145d-9072-42d8-9ab7-9642eb1c8829,links:FMeSH,25000
4119,13e5145d-9072-42d8-9ab7-9642eb1c8829,links:geonames-semantic-web,500000
4120,13e5145d-9072-42d8-9ab7-9642eb1c8829,links:lexvo,600000
4121,13e5145d-9072-42d8-9ab7-9642eb1c8829,links:sudocfr,20000000
4122,13e5145d-9072-42d8-9ab7-9642eb1c8829,namespace,http://www.idref.fr/
4123,13e5145d-9072-42d8-9ab7-9642eb1c8829,triples,20000000
4124,c6ba66b0-28d6-4dfa-8d4b-ede266c7911e,links:dbpedia,2
4125,c6ba66b0-28d6-4dfa-8d4b-ede266c7911e,namespace,http://ichoose.tw.rpi.edu/
4126,c6ba66b0-28d6-4dfa-8d4b-ede266c7911e,triples,99411
4127,ea93b09f-f46e-4624-86d6-f662ff25ee96,links,694
4128,ea93b09f-f46e-4624-86d6-f662ff25ee96,links:dbpedia,45
4129,ea93b09f-f46e-4624-86d6-f662ff25ee96,links:dbpedia-es,47
4130,ea93b09f-f46e-4624-86d6-f662ff25ee96,links:eurostat,22
4131,ea93b09f-f46e-4624-86d6-f662ff25ee96,links:geonames,4
4132,ea93b09f-f46e-4624-86d6-f662ff25ee96,links:ine,251
4133,ea93b09f-f46e-4624-86d6-f662ff25ee96,links:lcsh,151
4134,ea93b09f-f46e-4624-86d6-f662ff25ee96,links:lista-encabezamientos-materia,168
4135,ea93b09f-f46e-4624-86d6-f662ff25ee96,namespace,http://www.icane.es
4136,ea93b09f-f46e-4624-86d6-f662ff25ee96,shortname,ICANE
4137,ea93b09f-f46e-4624-86d6-f662ff25ee96,triples,52412
4138,f37d8a47-2057-437a-9001-76f38ec4a0e1,links:dbpedia,6285
4139,f37d8a47-2057-437a-9001-76f38ec4a0e1,links:viaf,33709
4140,f37d8a47-2057-437a-9001-76f38ec4a0e1,namespace,http://nektar.oszk.hu/
4141,f37d8a47-2057-437a-9001-76f38ec4a0e1,publishingInstitution,http://lobid.org/organisation/HuBpOSK
4142,f37d8a47-2057-437a-9001-76f38ec4a0e1,shortname,NSZL Catalog
4143,f37d8a47-2057-437a-9001-76f38ec4a0e1,triples,19300000
4144,3a94ce3f-5ef7-404b-aa3a-fd74f09945c9,dc:rights,http://creativecommons.org/publicdomain/zero/1.0/
4145,3a94ce3f-5ef7-404b-aa3a-fd74f09945c9,links:dnb-gemeinsame-normdatei,15315081
4146,3a94ce3f-5ef7-404b-aa3a-fd74f09945c9,namespace,http://lod.hebis.de/resource/
4147,3a94ce3f-5ef7-404b-aa3a-fd74f09945c9,publishingInstitution,http://lobid.org/organisation/DE-603
4148,3a94ce3f-5ef7-404b-aa3a-fd74f09945c9,records,17338353
4149,3a94ce3f-5ef7-404b-aa3a-fd74f09945c9,shortname,HeBIS-Bibliographic-Resources
4150,3a94ce3f-5ef7-404b-aa3a-fd74f09945c9,size,1538430189
4151,3a94ce3f-5ef7-404b-aa3a-fd74f09945c9,triples,267038676
4152,0f584d1f-8881-443a-a623-bc17d84fc2d9,namespace,http://www.gutenberg.org/
4153,0f584d1f-8881-443a-a623-bc17d84fc2d9,records,526911
4154,0f584d1f-8881-443a-a623-bc17d84fc2d9,shortname,gutenberg
4155,0f584d1f-8881-443a-a623-bc17d84fc2d9,triples,5450115
4156,e7437597-c965-4e15-a829-70998e6579b9,links:dbpedia,1
4157,e7437597-c965-4e15-a829-70998e6579b9,namespace,http://data.linkedopendata.it/grrt/resource/
4158,e7437597-c965-4e15-a829-70998e6579b9,triples,434714
4159,71529d01-048d-43e3-8109-a386f13d0975,links:geonames-semantic-web,934
4160,71529d01-048d-43e3-8109-a386f13d0975,triples,153935
4161,84ff3c67-66e3-4396-a44c-238fc48defb8,license_link,http://gnoss.com/en/terms-of-use
4162,84ff3c67-66e3-4396-a44c-238fc48defb8,links:dbpedia,554 
4163,84ff3c67-66e3-4396-a44c-238fc48defb8,links:freebase,523 
4164,84ff3c67-66e3-4396-a44c-238fc48defb8,links:geonames-semantic-web,11
4165,84ff3c67-66e3-4396-a44c-238fc48defb8,links:gnoss,222 
4166,84ff3c67-66e3-4396-a44c-238fc48defb8,links:nytimes-linked-open-data,505
4167,84ff3c67-66e3-4396-a44c-238fc48defb8,namespace,http://red.gnoss.com/en/community/greencompetitiveness
4168,84ff3c67-66e3-4396-a44c-238fc48defb8,shortname,Green Competitiveness (GNOSS)
4169,84ff3c67-66e3-4396-a44c-238fc48defb8,triples,17219
4170,d4634b63-2376-479d-989f-f58daf204e3e,links:dbpedia,470
4171,d4634b63-2376-479d-989f-f58daf204e3e,namespace,http://www.rdfabout.com/rdf/usgov/
4172,d4634b63-2376-479d-989f-f58daf204e3e,shortname,GovTrack
4173,d4634b63-2376-479d-989f-f58daf204e3e,triples,13000000
4174,84cf4c9e-dcfa-4250-b7c6-93b448787f29,links:dbpedia,5845
4175,84cf4c9e-dcfa-4250-b7c6-93b448787f29,links:freebase,132953
4176,84cf4c9e-dcfa-4250-b7c6-93b448787f29,links:nytimes-linked-open-data,6702
4177,84cf4c9e-dcfa-4250-b7c6-93b448787f29,namespace,http://govwild.org/id/
4178,84cf4c9e-dcfa-4250-b7c6-93b448787f29,shortname,GovWILD
4179,84cf4c9e-dcfa-4250-b7c6-93b448787f29,triples,42773056
4180,c3f8e216-2401-457e-b401-0f66fad79619,links:dbpedia,1632
4181,c3f8e216-2401-457e-b401-0f66fad79619,namespace,http://linkeddata.few.vu.nl/googleart/museums/
4182,c3f8e216-2401-457e-b401-0f66fad79619,triples,37717
4183,aa6b19fd-f548-462a-ac76-7f4475d3a799,triples,42581
4184,f16c674e-be4e-4b17-aacc-c2c9192a619a,dc:creator,http://www.ifpri.org
4185,f16c674e-be4e-4b17-aacc-c2c9192a619a,dc:date,01/01/2011
