,cache_last_updated,cache_url,created,description,ds_id,format,hash,id,last_modified,mimetype,mimetype_inner,name,resource_type,size,state,url,url_type,webstore_last_updated,webstore_url
690,,,2015-04-16T04:11:23.612284,"KIPO’s Administrative records (Trial record, Legal status, Registrations, etc.)",1de9386b-ede7-4f38-b9df-c8081f4c2351,GZ,,9f9c2c50-2506-4439-afa8-f017e27f2d4c,,,,Admin Processes,file,,active,https://ckannet-storage.commondatastorage.googleapis.com/2015-04-16T02:48:17.579Z/admin-processes.gz,,,
691,,,2015-04-16T04:25:26.310427,SPARQL Endpoint,1de9386b-ede7-4f38-b9df-c8081f4c2351,api/sparql,,5b2613f1-16b9-49e1-b648-7ea59e4ca2d9,,,,SPARQL Endpoint,api,,active,http://lod.kipo.kr/data/sparql,,,
692,,,2015-04-16T04:26:31.310147,Data browser,1de9386b-ede7-4f38-b9df-c8081f4c2351,api,,f3d6574d-047d-411e-bf8d-17287f3cc890,,,,Data browser,api,,active,http://lod.kipo.kr/data/browser,,,
693,,,2015-04-16T04:27:04.096261,Data search,1de9386b-ede7-4f38-b9df-c8081f4c2351,api/search,,5fad4b6c-3f95-4fe9-b95f-591de8e5052d,,,,Data search,file,,active,http://lod.kipo.kr/data/search,,,
694,,,2012-05-10T23:48:32.742182,"This is a text file showing the correspondence between source IDs in clusters, including external links such as Wikipedia
",df924458-60c3-4ddd-9cee-d213067b0fd9,gz:txt,,b9bae56c-d151-4304-af03-9b68558349aa,2012-05-02T14:21:21,application/x-gzip,,VIAF Links (txt),file,249865524,active,http://viaf.org/viaf/data/viaf-20130615-links.txt.gz,,,
695,,,2012-05-10T23:52:53.313100,"This file contains one 'native' XML record per line for each VIAF cluster
",df924458-60c3-4ddd-9cee-d213067b0fd9,,,82670b75-a9e9-4b64-98e3-7c18c9b73191,2012-05-02T21:11:07,application/x-gzip,,VIAF Clusters (XML),file,5802343943,active,http://viaf.org/viaf/data/viaf-20130615-clusters.xml.gz,,,
696,,,2012-05-10T23:52:53.313119,"This file contains one RDF record per line for each VIAF cluster
",df924458-60c3-4ddd-9cee-d213067b0fd9,,,61e4fe1f-e346-4a7d-96fc-12f4c674f6c3,2012-05-10T23:52:57.149272,application/x-gzip,,VIAF Clusters (RDF),file,2242693365,active,http://viaf.org/viaf/data/viaf-20130615-clusters-rdf.xml.gz,,,
697,,,2012-05-10T23:52:53.313126,"This file contains one MARC-21 XML record per line for each VIAF cluster
",df924458-60c3-4ddd-9cee-d213067b0fd9,,,d8f1d156-cba4-46f5-982d-9de92b83cdae,2012-05-02T14:38:27,application/x-gzip,,VIAF Clusters (MARC 21),file,4764262226,active,http://viaf.org/viaf/data/viaf-20130615-clusters-marc21.xml.gz,,,
698,,,2012-05-10T23:52:53.313132,"This file contains one ISO-2709 MARC-21 record per line for each VIAF cluster
",df924458-60c3-4ddd-9cee-d213067b0fd9,,,6cce8975-1a63-49ed-9974-1c4678bd1764,2012-05-10T23:52:57.144036,application/x-gzip,,VIAF clusters (MARC 21 - ISO-2709),file,4898020528,active,http://viaf.org/viaf/data/viaf-20130615-clusters-marc21.iso.gz,,,
699,,,2012-05-10T23:52:53.313138,"This file shows redirections within the VIAF dataset (in RDF)
",df924458-60c3-4ddd-9cee-d213067b0fd9,,,5d39e056-9cb9-4920-aeb0-674787f3e9f0,2012-05-10T23:52:56.147497,application/x-gzip,,VIAF redirections (RDF),file,18517482,active,http://viaf.org/viaf/data/viaf-20130615-persist-rdf.xml.gz,,,
700,,,,Example (RDF/XML),df924458-60c3-4ddd-9cee-d213067b0fd9,example/rdf+xml,,1f68b3ed-f360-48af-9a12-916a37ce7dc1,,,,,file,,active,http://viaf.org/viaf/40280446/,,,
701,,,,Example (RDF/XML),df924458-60c3-4ddd-9cee-d213067b0fd9,example/rdf+xml,,69815cdc-a7f5-417b-9474-6d351df2f6fc,,,,,file,,active,http://viaf.org/viaf/86518157,,,
702,,,2015-04-23T12:15:18.493335,Project home page,31f3fdac-e962-4bde-92d4-6ff6d4637543,turtle,,825dd603-bda4-45ac-8b40-440fbfadf93f,,,,Home Page,file,,active,http://aksw.github.io/LSQ/,,,
703,,,2015-05-04T11:06:08.221711,A sample RDF representation of a query,31f3fdac-e962-4bde-92d4-6ff6d4637543,turtle,,7a23f158-3b22-4b35-9407-bd6b86890c53,,,, RDF Representation,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2015-05-04T11:04:52.323Z/sample-rdf.txt,,,
704,,,2014-07-02T16:26:57.483162,"The Web API is a service that returns information about Places - defined within this API as accommodations, restaurants, attractions or points of interest - and related Reviews using RESTful requests.",702140e1-3068-4e82-bdf9-88aade0e3aa0,api,,9ad468eb-c600-4b2b-a068-254d6380abb8,,,,Tourpedia Web API,file,,active,http://tour-pedia.org/api,,,
705,,,2014-07-02T16:30:00.047881,SPARQL endpoint of the dataset,702140e1-3068-4e82-bdf9-88aade0e3aa0,api/sparql,,c0472b87-28d5-404e-9c47-16576cde5673,,,,Tourpedia SPARQL endpoint,file,,active,http://tour-pedia.org/sparql,,,
706,,,2014-07-03T07:03:56.274648,This example searches for all the places from Amsterdam with a name containing «Van Gogh»,702140e1-3068-4e82-bdf9-88aade0e3aa0,JSON,,aec2b548-65a8-4433-8cb8-9fda9d5958ce,,,,Link to an example of the use of Web API,file,,active,http://tour-pedia.org/api/getPlaces?location=Amsterdam&name=Van%20Gogh,,,
707,,,2014-07-03T07:05:25.734371,This is the Tourpedia main page.,702140e1-3068-4e82-bdf9-88aade0e3aa0,website,,b7c0cb94-0916-471c-80b8-bc566be39450,,,,Tourpedia Web site,file,,active,http://tour-pedia.org/,,,
708,,,2014-07-03T07:08:43.194261,"This example shows ""Piazza Navona"" in Roma.",702140e1-3068-4e82-bdf9-88aade0e3aa0,example/rdf+xml,,10906874-e75e-4434-9d4d-0efc69b4b41f,,,,Example of a RDF resource,file,,active,http://tour-pedia.org/resource/attr-22819,,,
709,,,2015-01-16T16:15:34.641714,This is the VoID description of the Tourpedia Linked Dataset,702140e1-3068-4e82-bdf9-88aade0e3aa0,meta/void,,24a12531-13a8-40dd-b0ec-077f17c2aee1,,,,VoID description,file,,active,http://tour-pedia.org/download/void.ttl,,,
710,,,2015-04-20T10:31:52.308114,This is the Mailing list associated to the Tourpedia Community.,702140e1-3068-4e82-bdf9-88aade0e3aa0,email,,5b2a7601-e061-4503-9e3b-5079804ac5d2,,,,Tourpedia Community,file,,active,https://groups.google.com/forum/?tourpedia#!forum/tourpedia,,,
711,,,2014-11-14T19:43:44.005771,,2ce2e292-4ba3-464c-a160-842b89ab4845,SPARQL,,9b978173-f0f8-4089-9ba7-2cda24d2a009,,,,SPARQL endpoint,api,,active,http://linguistic.linkeddata.es/apertium/sparql-editor/,,,
712,,,2014-11-14T19:46:31.284739,This link points to the list of datasets in DataHub that describe each individual Apertium RDF bilingual dictionary,2ce2e292-4ba3-464c-a160-842b89ab4845,RDF,,1df51898-9a81-4f82-b6a7-7fc27404b527,,,,Collection of Apertium RDF bilingual dictionaries datasets,file,,active,http://datahub.io/dataset?q=apertium+rdf&organization=oeg-upm,,,
713,,,2014-11-14T19:48:14.439269,,2ce2e292-4ba3-464c-a160-842b89ab4845,RDF,,2203512f-fc35-411c-a5d1-d0c4f8fbec4b,,,,Apertium RDF URI,file,,active,http://linguistic.linkeddata.es/set/apertium,,,
714,,,2014-11-14T21:52:51.697767,This extends the metadata in http://datahub.io/dataset/apertium-rdf.rdf with licence and provenance.,2ce2e292-4ba3-464c-a160-842b89ab4845,RDF,,039d3c2c-86ac-4cbd-a9e4-4e8654e038b5,,,,,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2015-03-18T13:17:32.304Z/apertium-all-dataset-metadata.rdf,,,
715,,,2014-07-01T09:56:47.217709,"It contains two lexicons (EN, CA), a Translation Set EN-CA, and the metadata file.",650cc2a5-ba56-4f7e-b274-77c518c8095a,rdf/turtle,,b14c0fd7-af25-4e3d-a2af-d26203009994,,,,Zipped Dump,file,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-14T21:11:00.893Z/apertium-en-ca-pol-rdf.zip,,,
716,,,2014-07-01T10:00:28.841978,This online lexicon not only contains the EN lexical entries from the EN-CA bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in EN coming from all the published Apertium RDF dictionaries. ,650cc2a5-ba56-4f7e-b274-77c518c8095a,rdf/turtle,,aa3e9d6b-1304-4ddf-9460-82394e40132d,,,,English lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconEN,,,
717,,,2014-07-01T10:00:59.999620,This online lexicon not only contains the CA lexical entries from the EN-CA bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in CA coming from all the published Apertium RDF dictionaries.,650cc2a5-ba56-4f7e-b274-77c518c8095a,rdf/turtle,,81ae6232-9e35-4d4b-b48f-f76f21990b75,,,,Catalan lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconCA,,,
718,,,2014-07-01T10:02:39.863406,,650cc2a5-ba56-4f7e-b274-77c518c8095a,rdf/turtle,,8878372c-f363-4518-bf84-9d26234c6474,,,,EN-CA translation set URI,file,,active,http://linguistic.linkeddata.es/id/apertium/tranSetEN-CA,,,
719,,,2014-07-01T10:03:28.683968,,650cc2a5-ba56-4f7e-b274-77c518c8095a,SPARQL,,60d81609-6d03-4a23-8fc3-b780c0f538d6,,,,SPARQL endpoint,file,,active,http://linguistic.linkeddata.es/sparql/,,,
720,,,2014-07-01T10:07:43.196113,This extends the metadata in http://datahub.io/dataset/apertium-en-ca.rdf with licence and provenance,650cc2a5-ba56-4f7e-b274-77c518c8095a,RDF,,f999c0f3-fa7e-400e-b601-69875537168b,,,,Dataset description in DCAT,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-14T21:12:37.992Z/apertium-en-ca-dataset-metadata.rdf,,,
721,,,2014-10-02T12:20:07.710669,"It contains two lexicons (ES, CA) and the Translation Set ES-CA, as well as the metadata file.",144f420d-7d7a-436a-8522-86c3a2f9d7d1,ZIP,,0e312c8d-4cb8-4027-8da7-b2922ce85563,,,,,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-12-04T17:21:10.994Z/apertium-es-ca-rdf.zip,,,
722,,,2014-10-02T12:23:01.721703,This online lexicon not only contains the CA lexical entries from the ES-CA bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in CA coming from all the published Apertium RDF dictionaries.,144f420d-7d7a-436a-8522-86c3a2f9d7d1,rdf/turtle,,9dea3de5-12be-4a43-887d-8e4fd90476dd,,,,Catalan lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconCA,,,
723,,,2014-10-02T12:23:42.973446,This online lexicon not only contains the ES lexical entries from the ES-CA bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in ES coming from all the published Apertium RDF dictionaries.,144f420d-7d7a-436a-8522-86c3a2f9d7d1,rdf/turtle,,70fd7d53-f247-4b42-ac6f-fafc9f48ee46,,,,Spanish lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconES,,,
724,,,2014-10-02T12:25:09.948306,,144f420d-7d7a-436a-8522-86c3a2f9d7d1,rdf/turtle,,7a17e36e-3013-4339-acaf-690c207c276c,,,,ES-CA translation set URI,file,,active,http://linguistic.linkeddata.es/id/apertium/tranSetES-CA,,,
725,,,2014-10-02T12:28:32.407778,,144f420d-7d7a-436a-8522-86c3a2f9d7d1,SPARQL,,3a44844a-2945-4104-9114-56a544c7521a,,,,SPARQL endpoint,api,,active,http://linguistic.linkeddata.es/sparql/,,,
726,,,2014-10-02T12:30:22.928096,This extends the metadata in http://datahub.io/dataset/apertium-rdf-es-ca.rdf with licence and provenance,144f420d-7d7a-436a-8522-86c3a2f9d7d1,RDF,,6e82a312-e3fe-45cf-bb66-49eabea14cf0,,,,Dataset description in DCAT,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-10-08T09:20:21.141Z/apertium-es-ca-dataset-metadata.rdf,,,
727,,,2014-11-27T14:31:32.946327,"It contains two lexicons (ES, AST) and the Translation Set ES-AST, as well as the metadata file.
",e5021641-cb3a-494b-a786-3e20ad4368aa,RDF,,58c27c16-d9e6-4e4f-8cab-23e37c3cc6c7,,,,Zipped Dump,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-27T14:31:27.350Z/apertium-es-ast-rdf.zip,,,
728,,,2014-11-27T14:31:47.804382,This online lexicon not only contains the ES lexical entries from the ES-AST bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in ES coming from all the published Apertium RDF dictionaries.,e5021641-cb3a-494b-a786-3e20ad4368aa,rdf/turtle,,6b377f5d-c8b1-44f4-a1b6-f457c3ecbda7,,,,Spanish lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconES,,,
729,,,2014-11-27T14:32:09.854035,This online lexicon not only contains the AST lexical entries from the ES-AST bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in AST coming from all the published Apertium RDF dictionaries.,e5021641-cb3a-494b-a786-3e20ad4368aa,rdf/turtle,,1aa74a6f-de17-49a4-8b0d-f09747f31bcd,,,,Asturian lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconAST,,,
730,,,2014-11-27T14:32:41.707460,,e5021641-cb3a-494b-a786-3e20ad4368aa,rdf/turtle,,7c26f305-a234-4168-b6d3-3fe58e406ee6,,,,ES-AST translation set URI,file,,active,http://linguistic.linkeddata.es/id/apertium/tranSetES-AST,,,
731,,,2014-11-27T14:32:54.571420,,e5021641-cb3a-494b-a786-3e20ad4368aa,SPARQL,,1e320761-8649-45c0-869e-e61df42c002b,,,,SPARQL endpoint,file,,active,http://linguistic.linkeddata.es/sparql/,,,
732,,,2014-11-27T14:33:43.103531,"This extends the metadata in http://datahub.io/dataset/apertium-rdf-es-ast.rdf with licence and provenance
",e5021641-cb3a-494b-a786-3e20ad4368aa,RDF,,546c570c-1670-4e8f-b835-6fd47a6105e1,,,,Dataset description in DCAT,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-27T14:33:45.966Z/apertium-es-ast-dataset-metadata.rdf,,,
733,,,2014-11-27T13:51:06.363256,"It contains two lexicons (EU, ES) and the Translation Set EU-ES, as well as the metadata file.",5f839a24-4f60-4057-ae37-1b42dd9246ac,RDF,,46240a6f-833b-462f-a7f8-eed823cff708,,,,Zipped Dump,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-27T13:51:07.416Z/apertium-eu-es-rdf.zip,,,
734,,,2014-11-27T13:51:32.016273,This online lexicon not only contains the EU lexical entries from the EU-ES bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in EU coming from all the published Apertium RDF dictionaries.,5f839a24-4f60-4057-ae37-1b42dd9246ac,rdf/turtle,,a49bd197-dfc6-4489-9f53-37966db69baf,,,,Basque lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconEU,,,
735,,,2014-11-27T13:51:53.153180,This online lexicon not only contains the ES lexical entries from the EU-ES bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in ES coming from all the published Apertium RDF dictionaries.,5f839a24-4f60-4057-ae37-1b42dd9246ac,rdf/turtle,,300fd1e7-1121-43f7-b61d-2438697c1e58,,,,Spanish lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconES,,,
736,,,2014-11-27T13:52:30.809183,,5f839a24-4f60-4057-ae37-1b42dd9246ac,rdf/turtle,,5e2e6f84-4bba-4a12-beb5-626a20de89dd,,,,EU-ES translation set URI,file,,active,http://linguistic.linkeddata.es/id/apertium/tranSetEU-ES,,,
737,,,2014-11-27T13:52:44.931037,,5f839a24-4f60-4057-ae37-1b42dd9246ac,SPARQL,,0deeadfe-a3c9-49d8-b79b-3cf0f6909143,,,,SPARQL endpoint,file,,active,http://linguistic.linkeddata.es/sparql/,,,
738,,,2014-11-27T13:53:22.073564,"This extends the metadata in http://datahub.io/dataset/apertium-rdf-eu-es.rdf with licence and provenance
",5f839a24-4f60-4057-ae37-1b42dd9246ac,RDF,,0665032a-8994-425e-ab57-5baafc2c8967,,,,Dataset description in DCAT,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-27T13:53:20.254Z/apertium-eu-es-dataset-metadata.rdf,,,
739,,,2014-11-24T10:59:52.241159,"It contains two lexicons (PT, GL) and the Translation Set PT-GL, as well as the metadata file.
",548498fa-36ac-4620-9e6f-025eb8c8963d,RDF,,73f19d15-13e4-476c-a14d-9ce38de172cd,,,,Zipped Dump,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-24T10:59:53.745Z/apertium-pt-gl-rdf.zip,,,
740,,,2014-11-24T11:00:05.094840,,548498fa-36ac-4620-9e6f-025eb8c8963d,,,126ba144-280f-4a57-a96d-f90cfc54667d,,,,,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconPT,,,
741,,,2014-11-24T11:00:41.969942,This online lexicon not only contains the PT lexical entries from the PT-GL bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in PT coming from all the published Apertium RDF dictionaries.,548498fa-36ac-4620-9e6f-025eb8c8963d,rdf/turtle,,61714aff-c38d-4210-a7f0-168a14815b7d,,,,Portuguese lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconPT,,,
742,,,2014-11-24T11:01:00.395396,This online lexicon not only contains the GL lexical entries from the PT-GL bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in GL coming from all the published Apertium RDF dictionaries.,548498fa-36ac-4620-9e6f-025eb8c8963d,rdf/turtle,,e84a3784-7701-4750-a230-4a38b8bdec23,,,,Galician lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconGL,,,
743,,,2014-11-24T11:01:39.874969,,548498fa-36ac-4620-9e6f-025eb8c8963d,rdf/turtle,,394e94d2-8dbc-49ae-8659-edb6ff2159da,,,,PT-GL translation set URI,file,,active,http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL,,,
744,,,2014-11-24T11:01:59.970592,,548498fa-36ac-4620-9e6f-025eb8c8963d,SPARQL,,ff0ddf61-38a3-4f94-83b3-17d37cf2fbea,,,,SPARQL endpoint,file,,active,http://linguistic.linkeddata.es/sparql/,,,
745,,,2014-11-24T11:02:35.334008,"This extends the metadata in http://datahub.io/dataset/apertium-rdf-pt-gl.rdf with licence and provenance
",548498fa-36ac-4620-9e6f-025eb8c8963d,RDF,,525c7675-21cd-4b7b-8774-74a5a6d1fe53,,,,Dataset description in DCAT,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-24T11:02:32.449Z/apertium-pt-gl-dataset-metadata.rdf,,,
746,,,2014-11-20T16:24:27.991164,"It contains two lexicons (OC, ES) and the Translation Set OC-ES, as well as the metadata file.
",d2efcffe-0eb5-4097-8536-e7a6931c8a72,RDF,,a7990d85-5c35-45b6-92f2-252546ca63b6,,,,Zipped Dump,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-20T16:18:55.203Z/apertium-oc-es-rdf.zip,,,
747,,,2014-11-20T16:25:05.947685,This online lexicon not only contains the OC lexical entries from the OC-ES bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in OC coming from all the published Apertium RDF dictionaries.,d2efcffe-0eb5-4097-8536-e7a6931c8a72,rdf/turtle,,3ddedd17-a755-4a7e-b59d-fbbdb7d85d30,,,,Occitan lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconOC,,,
748,,,2014-11-20T16:25:36.740252,This online lexicon not only contains the ES lexical entries from the OC-ES bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in ES coming from all the published Apertium RDF dictionaries.,d2efcffe-0eb5-4097-8536-e7a6931c8a72,rdf/turtle,,7286628a-0849-46fd-89f0-1f7df6e2ce8b,,,,Spanish lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconES,,,
749,,,2014-11-20T16:26:22.229916,,d2efcffe-0eb5-4097-8536-e7a6931c8a72,rdf/turtle,,c22e6837-f336-44a7-a645-36eee3db53d7,,,,OC-ES translation set URI,file,,active,http://linguistic.linkeddata.es/id/apertium/tranSetOC-ES,,,
750,,,2014-11-20T16:26:38.744029,,d2efcffe-0eb5-4097-8536-e7a6931c8a72,SPARQL,,4a6fd5d9-28f7-474b-a999-a13a21beac10,,,,SPARQL endpoint,file,,active,http://linguistic.linkeddata.es/sparql/,,,
751,,,2014-11-20T16:30:28.925054,"This extends the metadata in http://datahub.io/dataset/apertium-rdf-oc-es.rdf with licence and provenance
",d2efcffe-0eb5-4097-8536-e7a6931c8a72,RDF,,9de474f1-dab1-491b-98d9-6e2335040947,,,,Dataset description in DCAT,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-20T16:29:59.056Z/apertium-oc-es-dataset-metadata.rdf,,,
752,,,2014-11-24T10:12:48.489073,"It contains two lexicons (OC, CA) and the Translation Set OC-CA, as well as the metadata file.
",0ddd537b-f546-4947-a006-45c03ce6372a,RDF,,84456cae-bdc7-49bf-854b-36705abd9742,,,,Zipped Dump,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-24T10:12:45.640Z/apertium-oc-ca-rdf.zip,,,
753,,,2014-11-24T10:13:16.922900,This online lexicon not only contains the OC lexical entries from the OC-CA bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in OC coming from all the published Apertium RDF dictionaries.,0ddd537b-f546-4947-a006-45c03ce6372a,rdf/turtle,,00359757-29ab-4187-8783-c22d9ef88cc0,,,,Occitan lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconOC,,,
754,,,2014-11-24T10:13:31.835778,This online lexicon not only contains the CA lexical entries from the OC-CA bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in CA coming from all the published Apertium RDF dictionaries.,0ddd537b-f546-4947-a006-45c03ce6372a,rdf/turtle,,fa636746-d422-4818-889a-537b0679f5cb,,,,Catalan lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconCA,,,
755,,,2014-11-24T10:14:14.186002,,0ddd537b-f546-4947-a006-45c03ce6372a,rdf/turtle,,f3b9a885-37af-47d9-a161-9f266570260d,,,,OC-CA translation set URI,file,,active,http://linguistic.linkeddata.es/id/apertium/tranSetOC-CA,,,
756,,,2014-11-24T10:14:33.188499,,0ddd537b-f546-4947-a006-45c03ce6372a,SPARQL,,0ef59c77-3710-422e-95ab-e2b7f11cc98b,,,,SPARQL endpoint,file,,active,http://linguistic.linkeddata.es/sparql/,,,
757,,,2014-11-24T10:15:09.159712,"This extends the metadata in http://datahub.io/dataset/apertium-rdf-oc-ca.rdf with licence and provenance
",0ddd537b-f546-4947-a006-45c03ce6372a,RDF,,c1e5e576-4a3d-42a4-97c2-ed6cdfda9304,,,,Dataset description in DCAT,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-24T10:15:06.279Z/apertium-oc-ca-dataset-metadata.rdf,,,
758,,,2014-11-14T13:36:55.996495,"It contains two lexicons (PT, CA) and the Translation Set PT-CA, as well as the metadata file.",1116784f-ba64-4816-9e93-a489d596b472,RDF,,61006dbe-6ba9-40af-89cb-c272ba1996eb,,,,Zipped Dump,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-14T13:35:52.363Z/apertium-pt-ca-rdf.zip,,,
759,,,2014-11-14T13:37:53.455156,This online lexicon not only contains the PT lexical entries from the PT-CA bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in PT coming from all the published Apertium RDF dictionaries.,1116784f-ba64-4816-9e93-a489d596b472,rdf/turtle,,a7df403f-c9ed-470f-a301-cedc4b5158de,,,,Portuguese lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconPT,,,
760,,,2014-11-14T13:38:10.530278,This online lexicon not only contains the CA lexical entries from the PT-CA bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in CA coming from all the published Apertium RDF dictionaries.,1116784f-ba64-4816-9e93-a489d596b472,rdf/turtle,,6e627b2e-f5eb-4a46-94a8-11690e1f826e,,,,Catalan lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconCA,,,
761,,,2014-11-14T13:38:47.383079,,1116784f-ba64-4816-9e93-a489d596b472,rdf/turtle,,73471f1b-c932-4afc-ba86-4b9ec170b128,,,,PT-CA translation set URI,file,,active,http://linguistic.linkeddata.es/id/apertium/tranSetPT-CA,,,
762,,,2014-11-14T13:39:14.053885,,1116784f-ba64-4816-9e93-a489d596b472,SPARQL,,2b808fcd-3b23-4e92-aa5d-23839cbff840,,,,SPARQL endpoint,file,,active,http://linguistic.linkeddata.es/sparql/,,,
763,,,2014-11-14T13:40:01.226572,This extends the metadata in http://datahub.io/dataset/apertium-rdf-pt-ca.rdf with licence and provenance,1116784f-ba64-4816-9e93-a489d596b472,RDF,,3a30477a-4414-4e02-a3ab-0c094aedd47e,,,,Dataset description in DCAT,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-14T13:39:36.420Z/apertium-pt-ca-dataset-metadata.rdf,,,
764,,,2014-11-13T17:32:12.616359,"It contains two lexicons (ES, RO) and the Translation Set ES-RO, as well as the metadata file.",f4557027-fb3d-4768-aa6f-2fdf5de444ce,RDF,,3ec1d08d-5abe-4bd6-a5c5-5fd81a5cad9f,,,,Zipped Dump,file,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-13T17:32:02.826Z/apertium-es-ro-rdf.zip,,,
765,,,2014-11-13T17:32:59.586437,This online lexicon not only contains the ES lexical entries from the ES-RO bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in ES coming from all the published Apertium RDF dictionaries.,f4557027-fb3d-4768-aa6f-2fdf5de444ce,rdf/turtle,,6505428a-8cbf-417a-be53-3a9310f40674,,,,Spanish lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconES,,,
766,,,2014-11-13T17:33:27.659917,This online lexicon not only contains the RO lexical entries from the ES-RO bilingual dictionary (that can be found in the zipped dump) but also aggregates the lexical entries in RO coming from all the published Apertium RDF dictionaries.,f4557027-fb3d-4768-aa6f-2fdf5de444ce,rdf/turtle,,735f2e99-bce0-44c7-b419-6289b4ba8228,,,,Romanian lexicon URI,file,,active,http://linguistic.linkeddata.es/id/apertium/lexiconRO,,,
767,,,2014-11-13T17:34:19.095760,,f4557027-fb3d-4768-aa6f-2fdf5de444ce,rdf/turtle,,c5fd14af-4508-4444-abd0-668c51d8e1a4,,,,ES-RO translation set URI,file,,active,http://linguistic.linkeddata.es/id/apertium/tranSetES-RO,,,
768,,,2014-11-13T17:34:35.600078,,f4557027-fb3d-4768-aa6f-2fdf5de444ce,SPARQL,,a2d91040-1144-4a2a-90f7-dd477c6d5fb6,,,,SPARQL endpoint,file,,active,http://linguistic.linkeddata.es/sparql/,,,
769,,,2014-11-13T17:35:25.048661,This extends the metadata in http://datahub.io/dataset/apertium-rdf-es-ro.rdf with licence and provenance,f4557027-fb3d-4768-aa6f-2fdf5de444ce,RDF,,0fadd1a4-bc9a-43b9-b50f-fe4b5fdc3395,,,,Dataset description in DCAT,file.upload,,active,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-13T17:35:13.643Z/apertium-es-ro-dataset-metadata.rdf,,,
