,id,ds_name,title,alt_name,url,res_url,publications
429,a67e17f2-fc5d-423a-b250-bb66cc63c0ca,odc-imd-environment-score,"Index of Multiple Deprivation, Living Environment Deprivation Domain, Scores 2010",,http://opendatacommunities.org/datasets/imd-environment-score-2010,http://opendatacommunities.org/datasets/imd-environment-score-2010.ttl|http://opendatacommunities-downloads.s3.amazonaws.com/imd-2010-environment-score.ttl.zip|http://opendatacommunities.org/id/IMD/2010/IMD-environment-score/LSOA/E01000001,
430,b0137f1f-2990-4075-8a74-31c8ded47191,odc-imd-rank-2007,"Index of Multiple Deprivation Ranking, 2007",,http://opendatacommunities.org/datasets/imd-rank-2007,http://opendatacommunities-downloads.s3.amazonaws.com/imd-2007-imd-rank.ttl.zip|http://opendatacommunities.org/datasets/imd-rank-2007.ttl|http://opendatacommunities.org/id/IMD/2007/IMD-rank/LSOA/E01000001|http://opendatacommunities.org/sparql,
431,ee8d208a-8e14-44da-90a7-4ffb9764b647,ietflang,ietflang,,,http://monnetproject.deri.ie/ietflang/de-Latn-DE,
433,13e5145d-9072-42d8-9ab7-9642eb1c8829,idreffr,IdRef: Sudoc authority data,,http://punktokomo.abes.fr/2011/07/05/idref-des-pages-html-et-rdf-plus-riches/,http://www.idref.fr/027182800.rdf|http://www.idref.fr/027182800/id,
436,33505b78-3b17-4dd7-bc27-6d7d5696369e,iati-as-linked-data,IATI as Linked Data,International Aid Transparancy Initiative,,http://semanticweb.cs.vu.nl/iati/sparql/|http://purl.org/collections/iati/codelist/Country/TD|https://bitbucket.org/biktorrr/iati2lod_data,
437,ab89e56d-9406-40ae-bf5d-025af76ad44e,hua-hin-health-tourism-data-set,Hua Hin Health Tourism Data Set,,,https://ckannet-storage.commondatastorage.googleapis.com/2014-06-25T02:22:56.904Z/index.html|https://ckannet-storage.commondatastorage.googleapis.com/2014-06-25T02:23:54.131Z/validator-results.html|https://ckannet-storage.commondatastorage.googleapis.com/2014-06-25T02:24:17.513Z/healthtour.nt|https://ckannet-storage.commondatastorage.googleapis.com/2014-05-24T15:34:07.017Z/interface.png|https://ckannet-storage.commondatastorage.googleapis.com/2014-05-24T16:02:58.163Z/sponsors.png|https://ckannet-storage.commondatastorage.googleapis.com/2014-06-25T02:24:45.271Z/healthtour.owl|http://health-tourism.info/huahin/|https://ckannet-storage.commondatastorage.googleapis.com/2014-06-25T02:28:03.650Z/void2.ttl|https://ckannet-storage.commondatastorage.googleapis.com/2014-06-25T02:28:23.325Z/healthtour-addlink.owl|https://ckannet-storage.commondatastorage.googleapis.com/2014-06-25T02:28:53.498Z/healthtour.owl|https://ckannet-storage.commondatastorage.googleapis.com/2014-06-25T02:29:13.794Z/healthtour.nt|https://ckannet-storage.commondatastorage.googleapis.com/2014-06-25T02:30:09.276Z/healthtour.ttl|http://health-tourism.info/huahin/,
438,31dca092-b726-46d8-9e97-4f2ca9b1acd9,http-www-iwmi-cgiar-org-publications-iwmi-working-papers,http://www.iwmi.cgiar.org/publications/iwmi-working-papers/,International Water Management Institute (IWMI),,http://www.iwmi.cgiar.org/publications/iwmi-working-papers/|http://www.iwmi.cgiar.org/publications/iwmi-working-papers/iwmi-working-paper-161/,
440,5742e43d-0f7f-4d67-aa48-18d74e843320,hellenic-police,Hellenic Police,,http://greek-lod.math.auth.gr/police/,http://greek-lod.auth.gr/police/sparql|http://greek-lod.auth.gr/police/data/gad/10?output=rdfxml|http://greek-lod.auth.gr/police|http://greek-lod.auth.gr/Police/police.rdf.gz|http://greek-lod.auth.gr/Police/police.nt.gz|http://greek-lod.auth.gr/sitemap.xml|http://greek-lod.auth.gr/Police/void.ttl,
441,d00a3a02-2c5a-45f4-a68a-937139f7b1e0,hellenic-fire-brigade,Hellenic Fire Brigade,,http://greek-lod.math.auth.gr/fire-brigade/,http://greek-lod.auth.gr/Fire/fire.rdf.gz|http://greek-lod.auth.gr/fire-brigade/data/fbs/10?output=rdfxml|http://greek-lod.auth.gr/fire-brigade/|http://greek-lod.auth.gr/Fire/fire.nt.gz|http://greek-lod.auth.gr/fire-brigade/sparql|http://greek-lod.auth.gr/sitemap.xml|http://greek-lod.auth.gr/Fire/void.ttl,
442,45b6e98a-31c0-41ec-9e8a-5bf82645124e,hedatuz,Hedatuz,,http://helheim.deusto.es/hedatuz/resource/,http://helheim.deusto.es/hedatuz/dump.rdf|http://helheim.deusto.es/hedatuz/data/biblio/5112?output=xml|http://helheim.deusto.es/hedatuz/sparql|http://helheim.deusto.es/hedatuz/resource/Dataset,
443,3a94ce3f-5ef7-404b-aa3a-fd74f09945c9,hebis-bibliographic-resources,HeBIS - Bibliographic Resources of the Library Union Catalogues of Hessen and parts of the Rhineland Palatinate,HeBIS,http://www.hebis.de,http://lod.hebis.de/lod/void.ttl|http://lod.hebis.de/sparql|https://commondatastorage.googleapis.com/ckannet-storage/2012-07-18T131849/06073998.rdf|http://www.hebis.de/de/1ueber_uns/projekte/lod/lod_download.php|https://commondatastorage.googleapis.com/ckannet-storage/2012-07-17T084118/hebis-00000001-05051126.rdf.gz|http://lod.hebis.de/lod/hebis-05051128-10174115.rdf.gz|http://lod.hebis.de/lod/hebis-10174116-13050073.rdf.gz|http://lod.hebis.de/lod/hebis-13050074-21257739.rdf.gz|http://lod.hebis.de/lod/hebis-21257740-26887667.rdf.gz|http://lod.hebis.de/lod/hebis-26887668-29873805.rdf.gz,
448,22fed540-54ff-4f42-993f-6143363e0bff,govagribus-denmark,GovAgriBus Denmark,,,http://extbi.lab.aau.dk:8080/EXTBI/sites/default/files/agri.rdf|http://extbi.lab.aau.dk:8080/EXTBI/sites/default/files/busi.rdf|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-28T11:26:20.234Z/agriculture-ontology.owl|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-28T11:27:07.863Z/business-ontology.owl|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-28T11:27:38.554Z/govagribus-denmark-ontology.owl|http://extbi.lab.aau.dk:8080/sparql/|http://extbi.lab.aau.dk/agriculturalGovernmentDataasSemanticWebData/datahub.io/govagribus-denmark.rdf.tgz|http://extbi.lab.aau.dk/resource/business/municipality/aalborg|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-28T15:15:16.594Z/govagribus-denmark-void.n3,
449,c3f8e216-2401-457e-b401-0f66fad79619,googleart-wrapper,GoogleArt wrapper,,http://linkeddata.few.vu.nl/googleart/,http://linkeddata.few.vu.nl/googleart/museums/rijks/night-watch|http://linkeddata.few.vu.nl/googleart/museums/uffizi/the-birth-of-venus|http://linkeddata.few.vu.nl/googleart/museums/rijks|http://linkeddata.few.vu.nl/googleart/museums/uffizi|https://github.com/downloads/cgueret/GoogleArt-wrapper/gartwrapper.nq.gz,
450,5da433ab-ca13-4dd9-ba4c-9b3df8b31fea,gnusocial-social-umeahackerspace-se,GNUsocial social.umeahackerspace.se,,https://social.umeahackerspace.se/,https://social.umeahackerspace.se/mmn/foaf|https://social.umeahackerspace.se/makitadoge/foaf,
451,7a5b0bca-b957-4885-8582-b48e60d8d0e9,glottolog,Glottolog,,http://glottolog.org,http://glottolog.org/static/download/glottolog-language.csv.zip|http://glottolog.org/static/download/glottolog-source.bib.zip|http://glottolog.org/resource/languoid/id/kiny1244.rdf|http://www.glottolog.org/resource/reference/id/39524.rdf|http://glottolog.org/static/download/glottolog-language.n3.gz|http://glottolog.org/void.rdf|http://glottolog.org/static/download/glottolog-source.n3.gz,
452,f16c674e-be4e-4b17-aacc-c2c9192a619a,global-hunger-index-2011,Global Hunger Index (2011),Global Hunger Index,http://www.ifpri.org/publication/2011-global-hunger-index,http://www.ifpri.org/sites/default/files/ghi2011data.xlsx|http://data.ifpri.org/rdf/ghi/raw/Global-Hunger-Index-2011.rdf|http://data.kasabi.com/dataset/global-hunger-index,
453,aa6b19fd-f548-462a-ac76-7f4475d3a799,glastonbury-2011,Glastonbury 2011 Programme,,http://programme.ecs.soton.ac.uk/glastonbury/2011/,http://programme.ecs.soton.ac.uk/glastonbury/2011/glastonbury2011.rdf|http://programme.ecs.soton.ac.uk/glastonbury/2011/homepages.rdf|http://programme.ecs.soton.ac.uk/glastonbury/2011/glastonbury2011.rdf#session-7979af337cd00d6b9e9d481a954953d5-Sunday-12:56,
454,a9467664-dfda-4b0f-8166-3bbf19ab8ed3,gipuzkoademografia,Gipuzkoa Demografia,,http://datahub.io/dataset/GipuzkoaDemografia,http://ckan.eurohelp.es:8890/sparql|http://lod.eurohelp.es/engimu/rdf/?project=PruebasFinales&file=ataun2014.csv|http://lod.eurohelp.es/engimu/?project=PruebasFinales&file=ataun2014.csv|http://lod.eurohelp.es/engimu/void/?project=PruebasFinales&file=ataun2014.csv|http://datos.eurohelp.es/PruebasFinales/resource/ataun_2014_urtekojaiotzenestatistika_1,
462,b4eb8897-a892-4e92-8fcc-609e168638fb,gene-expression-atlas-rdf,Gene Expression Atlas RDF,,http://www.ebi.ac.uk/rdf/services/atlas/,http://www.ebi.ac.uk/rdf/services/atlas/sparql|http://rdf.ebi.ac.uk/dataset/atlas|ftp://ftp.ebi.ac.uk/pub/databases//microarray/data/gxa/rdf,"1. Kapushesky, Misha, et al. ""Gene expression atlas at the European bioinformatics institute."" Nucleic acids research 38.suppl 1 (2010): D690-D698.
2. Kapushesky, Misha, et al. ""Gene Expression Atlas update—a value-added database of microarray and sequencing-based functional genomics experiments."" Nucleic acids research (2011): gkr913."
463,38d71c45-0e93-4ce8-8b43-176ca7be6be5,gemet-annotated,gemet-annotated,,,https://commondatastorage.googleapis.com/ckannet-storage/2012-09-02T184411/gemet-annotated.rdf,
466,0a668529-5cf8-46f6-a20b-00837ee6532d,french-timebank,French TimeBank,,http://www.linguist.univ-paris-diderot.fr/~abittar/french-timebank/,http://customcollegeessays.com/index.php|https://gforge.inria.fr/projects/fr-timebank/,
468,4e3d7f63-c8a6-4ac5-905b-ac4ce1161fe2,foodpedia,FOODpedia - Linked Data Dataset about Food Products and Ingredients,FOODpedia,,http://foodpedia.tk/sparql|http://foodpedia.tk/resource/4601242311914?output=ttl|http://foodpedia.tk/|http://foodpedia.tk/page/4601242311914,"Kolchin, Maxim, et al. ""FOODpedia: Russian Food Products as a Linked Data Dataset"" The Semantic Web: ESWC 2015 Satellite Events. Springer International Publishing, 2015. 87-90."
473,1f0756ff-37f6-480f-8270-56c1e783db09,finnish-municipalities,Finnish municipalities and regional classifications,,http://onki.fi/en/browser/overview/kunnat,http://onki.fi/en/browser/downloadfile/kunnat?o=http%3A%2F%2Fwww.yso.fi%2Fonto%2Fkunnat&f=kunnat%2Fkunnat2011-skos.ttl|http://www.yso.fi/onto/kunnat/k91,
475,5e0bb91c-4326-457b-93b3-beb1b3d252d5,federal-economic-rdf,Federal Reserve Economic Data RDF,,http://kasabi.com/dataset/federal-reserve-economic-data,http://api.kasabi.com/dataset/federal-reserve-economic-data/apis/sparql|http://data.kasabi.com/dataset/federal-reserve-economic-data|http://data.kasabi.com/dataset/federal-reserve-economic-data/Series,
478,e3ae1b5e-77d4-45ad-9721-1719d8e1ed3b,euskadi-farmacias,Farmacias en Euskadi,,http://opendata.euskadi.net/w79-contdata/es/contenidos/ds_localizaciones/farmacias_de_euskadi/es_farmacia/farmacias.html,http://opendata.euskadi.net/contenidos/ds_localizaciones/farmacias_de_euskadi/opendata/r01DataSet.rdf|http://opendata.euskadi.net/contenidos/ds_localizaciones/farmacias_de_euskadi/farmacia,
480,b43c58c0-0dbe-4ed5-b311-8ad953f49155,oclc-fast,Faceted Application of Subject Terminology,,http://id.worldcat.org/fast/,http://id.worldcat.org/fast/1411628|http://experimental.worldcat.org/fast/xsl/FastOpenSearch.xml|http://fast.oclc.org/fast/void/0.1/,
491,b80eac1d-d089-4152-be64-36b898ae5d81,eunis,European Nature Information System,,http://eunis.eea.europa.eu,http://eunis.eea.europa.eu/void.rdf|http://semantic.eea.europa.eu/sparql|http://eunis.eea.europa.eu/rdf/species.rdf.gz|http://eunis.eea.europa.eu/rdf/sites.rdf.gz|http://eunis.eea.europa.eu/rdf/habitats.rdf.gz|http://eunis.eea.europa.eu/rdf/taxonomies.rdf.gz|http://eunis.eea.europa.eu/species/4055/rdf,
492,91248a7b-5df1-4c53-ace9-9ce6c8783386,eea,European Environment Agency Published Products,,http://www.eea.europa.eu/,http://www.eea.europa.eu/sitemap-all-content-rdf.xml|http://www.eea.europa.eu/publications/progress-towards-kyoto/@@rdf|http://www.eea.europa.eu/data-and-maps/data/natura-1/@@rdf|http://semantic.eea.europa.eu/sparql,
493,0f85e446-b84e-4d5e-bf6e-2a05320d52cd,european-election-results,European Election Results,,http://elections.publicdata.eu,http://elections.publicdata.eu/data/country/nl|http://elections.publicdata.eu/data/2009/national_parties/observation/7|http://elections.publicdata.eu/data/political_group/efd|http://api.talis.com/stores/elections/services/sparql|http://elections.publicdata.eu/void.ttl,
494,d27d5819-9cbe-44f7-bfb7-7066224ea336,ecb-statistics-linked-data,European Central Bank Statistics (PublicData.eu),,http://ecb.publicdata.eu,http://ecb.publicdata.eu/series/127_RA_M_4F_N_4_Z20_N_A1_E.html|http://ecb.publicdata.eu/sparql,
496,62f1d878-5cec-4d1d-9ce4-6117ea925f81,eumida-linked-data,EUMIDA as Linked Data,EUMIDA,http://eumida.publicdata.eu/,http://eumida.publicdata.eu/void.ttl|http://api.talis.com/stores/eumida/services/sparql|http://eumida.publicdata.eu/data/dataset/doctorates-awarded.rdf|http://eumida.publicdata.eu/data/institution/AT055.rdf|http://eumida.publicdata.eu/data/institution/AT055/ISCED6-Students-enrolled.rdf,
497,636138b4-e8dd-4b26-baeb-1a6bb03b0d25,eu-who-is-who,EU Who Is Who,,http://whoiswho.publicdata.eu/,http://api.talis.com/stores/whoiswho/services/sparql|http://whoiswho.publicdata.eu/void.ttl|http://whoiswho.publicdata.eu/data/institutions/1063.rdf|http://whoiswho.publicdata.eu/dump/whoiswho.nt,
498,b47d1617-2d91-4608-97b0-26c9ab6cdfbe,eu-parliament-media,EU Parliament Media Library,,http://eupmedia.publicdata.eu/,http://api.talis.com/stores/eupmedia/services/sparql|http://eupmedia.publicdata.eu/data/video/eu_parliament/9cbc7cbf-4a97-41b9-91a4-14baad45bb94.rdf|http://eupmedia.publicdata.eu/void.ttl|http://eupmedia.publicdata.eu/dump/eup_media_assets.ttl,
499,81f850c1-501d-499c-8f6c-b6a06e2805fa,eu-dgt-tm,EU Directorate-General for Translation (DGT) - Acquis Communautaire,,http://langtech.jrc.it/DGT-TM.html,http://wt.jrc.it/lt/Acquis/DGT_TU_1.0/data/,
500,9aa2f532-be2d-4ef8-b470-492b71b44cfc,odc-population-2005,Estimated mid-year population 2005,,http://opendatacommunities.org/datasets/population-2005,http://opendatacommunities.org/id/population/2005/lsoa/E01000001/age-range/all-ages|http://opendatacommunities-downloads.s3.amazonaws.com/population-2005.ttl.zip|http://opendatacommunities.org/datasets/population-2005.ttl|http://opendatacommunities.org/sparql,
501,543e252c-914c-46fb-84d7-5d1b1e5d6ca3,esd-standards,ESD Standards: Controlled lists for the UK public sector,,http://standards.esd.org.uk/,http://id.esd.org.uk/duty/208.rdf|http://id.esd.org.uk/service/13.rdf,
503,254f5d23-140d-4ca9-9e01-5874a199e720,environment-agency-bathing-water-quality,Environment Agency Bathing Water Quality,,http://environment.data.gov.uk/lab,http://environment.data.gov.uk/data/bathing-water-quality.rdf|http://environment.data.gov.uk/sparql/bwq/query|http://environment.data.gov.uk/doc/bathing-water-quality/in-season/sample.rdf|http://environment.data.gov.uk/doc/bathing-water-quality/in-season/sample.ttl|http://environment.data.gov.uk/doc/bathing-water-quality/in-season/sample.html|http://environment.data.gov.uk/sources/bwq/output/in-season_2011_BWQ_BASELINE.nt.zip|http://environment.data.gov.uk/sources/bwq/output/annual-compliance_2011_BWQ_BASELINE.nt.zip|http://environment.data.gov.uk/sources/def/bathing-water-quality.rdf|http://environment.data.gov.uk/sources/def/bathing-water-quality.ttl,
506,9da16c4f-32a1-43ac-ae6b-c3378c6e7e9f,enipedia,Enipedia - Energy Industry Data,Enipedia,http://enipedia.tudelft.nl,http://enipedia.tudelft.nl/sparql|http://enipedia.tudelft.nl/blog|http://enipedia.tudelft.nl/wiki/Special:ExportRDF/Navajo_Powerplant|http://enipedia.tudelft.nl/downloads/enipedia.rdf,
507,a5355e68-0ffd-4946-b855-2a7b9a1dc44e,printed-book-auction-catalogues,English Language Books listed in Printed Book Auction Catalogues from 17th Century Holland,,http://keithalexander.co.uk/pbac,http://keithalexander.co.uk/pbac|http://api.talis.com/stores/pbac/services/sparql|http://keithalexander.co.uk/pbac/identified/agents/405.rdf,
508,afcfaa4d-8d20-4b00-a174-a939f9bb9243,english-indices-of-multiple-deprivation,English Indices of Multiple Deprivation,,http://opendatacommunities.org/datasets,http://opendatacommunities.org/sparql|http://publishmydata.com/api|http://opendatacommunities.org/resources/data.ordnancesurvey.co.uk/id/postcodeunit/M41HN?format=rdf,
509,4db4d6d5-d5d6-4ca0-8ab5-88961b47a4f6,english-index-of-multiple-deprivation-score-2010,English Index of Multiple Deprivation Score 2010,,http://opendatacommunities.org/datasets/imd-score-2010,http://opendatacommunities-downloads.s3.amazonaws.com/imd-2010-imd-score.ttl.zip|http://opendatacommunities.org/sparql|http://opendatacommunities.org/datasets/imd-score-2010.ttl|http://opendatacommunities.org/doc/IMD/2010/IMD-score/LSOA/E01000001.ttl|http://opendatacommunities.org/def/IMD,
510,cae13828-5830-4a8d-ac7b-ceea4c10cfc5,english-index-of-multiple-deprivation-ranking-2010,English Index of Multiple Deprivation Ranking 2010,,http://opendatacommunities.org/data/imd-rank-2010,http://opendatacommunities.org/data/imd-rank-2010/dump|http://opendatacommunities.org/datasets/imd-rank-2010.ttl|http://opendatacommunities.org/sparql|http://opendatacommunities.org/id/IMD/2010/IMD-rank/LSOA/E01000019|http://opendatacommunities.org/def/IMD,
511,4c6302f4-d89d-42c3-b59d-9c6819bc1cfc,englishheritage_places,English Heritage Places,,http://kasabi.com/dataset/english-heritage,http://kasabi.com/dataset/english-heritage|http://kasabi.com/api/search-api-english-heritage|http://kasabi.com/api/sparql-endpoint-english-heritage|http://kasabi.com/api/lookup-api-english-heritage|http://kasabi.com/api/reconciliation-api-english-heritage|http://kasabi.com/api/augmentation-api-english-heritage|http://api.kasabi.com/dataset/english-heritage/apis/sparql|http://data.kasabi.com/dataset/english-heritage/battlefield/14.rdf|http://data.kasabi.com/dataset/english-heritage,
512,8327ddc5-accd-4e2c-a954-c3ad79e11ce7,english-heritage-periods-list,English Heritage Periods List,,,http://purl.org/heritagedata/schemes/eh_period/concepts/RO.json|http://purl.org/heritagedata/schemes/eh_period/concepts/RO.html|http://purl.org/heritagedata/schemes/eh_period/concepts/RO.rdf|http://purl.org/heritagedata/schemes/eh_period/concepts/RO.n3|http://purl.org/heritagedata/schemes/eh_period/concepts/RO.ttl|http://heritagedata.org/live/sparql|http://heritagedata.org/live/seneschal_eh_period_20130717.rdf|http://purl.org/heritagedata/schemes/eh_period|http://purl.org/heritagedata/void.ttl,
520,671538a7-f46d-4c34-8e2c-f7906edd0958,enel-shops,Enel Shops,,,http://data.enel.com/LMF/export/download?context=http%3A%2F%2Fdata.enel.com%2FLMF%2Fcontext%2Fpunto-enel&format=application%2Fld%2Bjson|http://data.enel.com/LMF/export/download?context=http%3A%2F%2Fdata.enel.com%2FLMF%2Fcontext%2Fpunto-enel&format=application%2Frdf%2Bjson|http://data.enel.com/LMF/export/download?context=http%3A%2F%2Fdata.enel.com%2FLMF%2Fcontext%2Fpunto-enel&format=application%2Frdf%2Bxml|http://data.enel.com/LMF/export/download?context=http%3A%2F%2Fdata.enel.com%2FLMF%2Fcontext%2Fpunto-enel&format=application%2Ftrix|http://data.enel.com/LMF/export/download?context=http%3A%2F%2Fdata.enel.com%2FLMF%2Fcontext%2Fpunto-enel&format=application%2Fx-trig|http://data.enel.com/LMF/export/download?context=http%3A%2F%2Fdata.enel.com%2FLMF%2Fcontext%2Fpunto-enel&format=application%2Fx-turtle|http://data.enel.com/LMF/export/download?context=http%3A%2F%2Fdata.enel.com%2FLMF%2Fcontext%2Fpunto-enel&format=application%2Fxhtml%2Bxml|http://data.enel.com/LMF/export/download?context=http%3A%2F%2Fdata.enel.com%2FLMF%2Fcontext%2Fpunto-enel&format=application%2Fxml|http://data.enel.com/LMF/export/download?context=http%3A%2F%2Fdata.enel.com%2FLMF%2Fcontext%2Fpunto-enel&format=text%2Fhtml|http://data.enel.com/LMF/export/download?context=http%3A%2F%2Fdata.enel.com%2FLMF%2Fcontext%2Fpunto-enel&format=text%2Fn3|http://data.enel.com/LMF/export/download?context=http%3A%2F%2Fdata.enel.com%2FLMF%2Fcontext%2Fpunto-enel&format=text%2Fplain|http://data.enel.com/LMF/export/download?context=http%3A%2F%2Fdata.enel.com%2FLMF%2Fcontext%2Fpunto-enel&format=text%2Frdf%2Bn3|http://data.enel.com/LMF/export/download?context=http%3A%2F%2Fdata.enel.com%2FLMF%2Fcontext%2Fpunto-enel&format=text%2Fturtle|http://data.enel.com/sites/default/files/PuntiDiretti_en_0.csv|http://data.enel.com/sites/default/files/PuntiIndiretti_en_0.csv|http://data.enel.com/sites/default/files/PuntiDiretti_en_0.xls|http://data.enel.com/sites/default/files/PuntiIndiretti_en_0.xls,
528,b2eab25e-3358-4693-b711-3a7e9a2db078,eea-vocabularies,EEA Vocabularies,,,http://rdfdata.eionet.europa.eu/eea/data_dump.rdf|http://cr.eionet.europa.eu/sparql|http://rdfdata.eionet.europa.eu/eea/countries/AT,
529,a2619bb8-38e9-4e0a-b2ec-bf3dfd050256,eea-rod,EEA Reporting Obligations Database,,http://rod.eionet.europa.eu/,http://rod.eionet.europa.eu/void.rdf|http://cr.eionet.europa.eu/sparql|http://rod.eionet.europa.eu/obligations.rdf|http://rod.eionet.europa.eu/obligations/523|http://rod.eionet.europa.eu/instruments.rdf|http://rod.eionet.europa.eu/spatial|ttp://rod.eionet.europa.eu/issues,
530,549408b1-c6fc-449a-b398-047cccde0849,eutc-productions,Edinburgh University Theatre Company Productions,,http://www.bedlamtheatre.co.uk/,http://api.talis.com/stores/eutc-productions/services/sparql|http://purl.org/theatre|http://www.bedlamtheatre.co.uk/people/79,
531,b3fbae72-9b2d-4f67-9847-574356a6cd58,southampton-ecs-eprints,ECS Southampton EPrints,,http://eprints.ecs.soton.ac.uk/,http://eprints.ecs.soton.ac.uk/id/repository|http://eprints.ecs.soton.ac.uk/id/dump|http://eprints.ecs.soton.ac.uk/id/eprint/22587,
532,f426c1d3-3028-4566-bc6d-2f24494b6839,eclap,ECLAP,,,http://www.eclap.eu/sparql,"Bellini, Pierfrancesco, and Paolo Nesi. ""A Linked Open Data service for performing arts"" Information Technologies for Performing Arts, Media Access, and Entertainment. Springer Berlin Heidelberg, 2013. 13-25."
533,05598de9-3cc2-4cde-91f2-4c6395aaba91,ecco-tcp-linked-data,ECCO-TCP Eighteenth Century Texts Linked Data,,http://kasabi.com/dataset/ecco-tcp-eighteenth-century-collections-online-texts,http://data.kasabi.com/dataset/ecco-tcp-eighteenth-century-collections-online-texts/text/CW110133203|http://data.kasabi.com/dataset/ecco-tcp-eighteenth-century-collections-online-texts/person/Susanna_Centlivre_1667-1723|http://api.kasabi.com/dataset/ecco-tcp-eighteenth-century-collections-online-texts/apis/sparql|http://data.kasabi.com/dataset/ecco-tcp-eighteenth-century-collections-online-texts,
553,1d71dd8c-6b81-41c5-aff7-e2703213fa47,drug-data-hifm,Drug Data from the Health Insurance Fund of Macedonia,,,http://purl.org/net/hifm/data|http://purl.org/net/hifm/ontology|http://linkeddata.finki.ukim.mk/sparql|http://linkeddata.finki.ukim.mk/DAV/ontology/data/hifm.rdf|http://linkeddata.finki.ukim.mk/lod/data/hifm#963089,"Jovanovik, Milos, Bojan Najdenov, and Dimitar Trajanov. ""Linked Open Drug Data from the Health Insurance Fund of Macedonia"" 10th Conference for Informatics and Information Technology (CIIT). 2013."
554,31afe886-e6fd-4d62-9ad1-b0de569ffcee,dmoz_rdf_dump,DMOZ RDF Dump,,http://rdf.dmoz.org/,http://rdf.dmoz.org/rdf/,
557,9cfb9a47-9679-45d6-a77e-1ad86f22947e,diavgeia,Diavgeia,,http://opendata.diavgeia.gov.gr/?lang=en,http://diavgeia.math.auth.gr/sparql|http://www.greek-lod.gr/DiavgeiaTreeMap/dapanes/General.html|https://commondatastorage.googleapis.com/ckannet-storage/2012-08-27T163756/Diavgeia_demo_RDF_XML.rdf|https://commondatastorage.googleapis.com/ckannet-storage/2012-08-27T164145/Diavgeia_demo_NTriples.nt|https://commondatastorage.googleapis.com/ckannet-storage/2012-08-27T164505/Diavgeia_demo_RDF_XML.rdf|https://commondatastorage.googleapis.com/ckannet-storage/2012-09-27T161432/void.ttl|https://ckannet-storage.commondatastorage.googleapis.com/2013-02-08T154930/MinistriesSpending2012_1.csv|https://ckannet-storage.commondatastorage.googleapis.com/2013-02-08T164424/PolicePerRegion_1.csv,"Bratsas, Charalampos, et al. ""Greek open data in the age of linked data: A demonstration of lod internationalization"" (2011): 1-4."
558,82115c09-2207-4d95-9dbf-6f0990746e48,deutsche-nationalbibliografie-dnb,Deutsche Nationalbibliografie (DNB),DNB data,http://www.dnb.de/EN/datendienste/linkedData,http://datendienst.dnb.de/cgi-bin/mabit.pl?cmd=fetch&userID=opendata&pass=opendata&mabheft=DNBTitel.rdf.gz|http://d-nb.info/944912621/about/lds|http://d-nb.info/1022139770/about/lds|http://d-nb.info/1015411169/about/lds|http://d-nb.info/1014234816/about/lds|http://d-nb.info/011078677/about/lds|http://datendienst.dnb.de/cgi-bin/mabit.pl?cmd=fetch&userID=opendata&pass=opendata&mabheft=DNBTitel.ttl.gz,
561,068ee5ac-f9b7-47a6-a190-433b07ee0a0c,de-gaap-ontology-lexicon,de-gaap-ontology-lexicon,,,https://commondatastorage.googleapis.com/ckannet-storage/2012-09-24T124029/de-gaap-ontology-lexicon-data-set-description.pdf|http://lemon-model.net/lexica/de-gaap/lexicon.en|http://lemon-model.net/lexica/de-gaap/lexicon.de|http://lemon-model.net/lexica/de-gaap/de/Lizenzen+an+Rechten+und+Werten|https://ckannet-storage.commondatastorage.googleapis.com/2012-10-18T110739/model.lemon.rdf.zip,
575,14d8fae9-483e-4a26-b15d-d0c7b5e1e0c9,dbnary,dbnary,,http://kaiko.getalp.org/about-dbnary,https://ckannet-storage.commondatastorage.googleapis.com/2013-01-16T130120/dictionnaire.ttl|http://kaiko.getalp.org/dbnary/fra/dictionnaire|http://kaiko.getalp.org/about-dbnary/lemon/latest/|http://kaiko.getalp.org/about-dbnary/lemon/|http://kaiko.getalp.org/sparql,
577,83289aa8-36a9-418a-947f-4388735d2b7a,datos-bcn-cl,Datos.bcn.cl,,http://datos.bcn.cl/portal/,http://datos.bcn.cl/portal/documentacion/conjuntos-de-datos/normas/|http://datos.bcn.cl/recurso/cl/dto/ministerio-de-relaciones-exteriores/2008-02-07/267/es@2008-02-07/|http://datos.bcn.cl/sparql|http://datos.bcn.cl/sitemap.xml|http://datos.bcn.cl/downloads/2011-10-25/all_ontologies.zip,
